True_k,Replication,Separation,N_Samples,N_Features,Method,Criterion,Candidate_Range,Estimated_k,Exact_Match,Signed_Bias,ARI_at_Estimated_k
4,23,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9950010638846324
4,23,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9950010638846324
4,24,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9916865118229324
4,24,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9916865118229324
4,24,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9916865118229324
4,24,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9916865118229324
4,24,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9916865118229324
4,24,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9916865118229324
4,24,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9916865118229324
4,24,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.9825910920614408
4,24,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.9825910920614408
4,24,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.9825910920614408
4,24,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9916865118229324
4,24,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9916865118229324
4,25,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9950010429774496
4,25,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9950010429774496
4,25,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9950010429774496
4,25,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9916781802538743
4,25,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9916781802538743
4,25,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9916781802538743
4,25,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9916781802538743
4,25,6.0,1600,2,HMM,BIC,2-12,6,0,2,0.8635150899333411
4,25,6.0,1600,2,HMM,AIC,2-12,6,0,2,0.8635150899333411
4,25,6.0,1600,2,HMM,ICL,2-12,6,0,2,0.8635150899333411
4,25,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49953051643192486
4,25,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9950010429774496
4,26,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9950052174718317
4,26,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9950052174718317
4,26,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9950052174718317
4,26,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9950052174718317
4,26,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9950052174718317
4,26,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9950052174718317
4,26,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9950052174718317
4,26,6.0,1600,2,HMM,BIC,2-12,4,1,0,0.9950052174718317
4,26,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.965409642210162
4,26,6.0,1600,2,HMM,ICL,2-12,4,1,0,0.9950052174718317
4,26,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9950052174718317
4,26,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9950052174718317
4,27,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9933458768272382
4,27,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9933458768272382
4,27,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9933458768272382
4,27,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9916823373372798
4,27,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9916823373372798
4,27,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9916823373372798
4,27,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9916823373372798
4,27,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.9501687860606549
4,27,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.9501687860606549
4,27,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.9501687860606549
4,27,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9933458768272382
4,27,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9933458768272382
4,28,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9966687639323313
4,28,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9966687639323313
4,28,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9966687639323313
4,28,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9966687639323313
4,28,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9966687639323313
4,28,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9966687639323313
4,28,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9966687639323313
4,28,6.0,1600,2,HMM,BIC,2-12,6,0,2,0.9036668188465441
4,28,6.0,1600,2,HMM,AIC,2-12,6,0,2,0.9036668188465441
4,28,6.0,1600,2,HMM,ICL,2-12,6,0,2,0.9036668188465441
4,28,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49703600107262574
4,28,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9966687639323313
4,29,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9983322894943558
4,29,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9983322894943558
4,29,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9983322894943558
4,29,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9983322894943558
4,29,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9983322894943558
4,29,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9983322894943558
4,29,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9983322894943558
4,29,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.9340805389133384
4,29,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.9340805389133384
4,29,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.9340805389133384
4,29,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9983322894943558
4,29,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9983322894943558
