Condition,Persistent,Skewed,Smoothed,Replication,True_k,Method,Criterion,Estimated_k,Exact_Match,Signed_Bias,ARI_at_Estimated_k,ARI_at_True_k
PK-,1,1,0,6,3,K-Means,Gap (uniform),1,0,-2,0.0,0.11561905279113958
PK-,1,1,0,6,3,K-Means,Prediction Strength,2,0,-1,0.06784839904841067,0.11561905279113958
PK-,1,1,0,7,3,K-Means,Silhouette,2,0,-1,0.05120459617354899,0.0696847439325612
PK-,1,1,0,7,3,K-Means,Davies-Bouldin,11,0,8,0.06972826640248408,0.0696847439325612
PK-,1,1,0,7,3,K-Means,Calinski-Harabasz,12,0,9,0.06367028307755226,0.0696847439325612
PK-,1,1,0,7,3,GMM,BIC,9,0,6,0.07289852326244271,0.12111467230303626
PK-,1,1,0,7,3,GMM,AIC,11,0,8,0.059209801906442164,0.12111467230303626
PK-,1,1,0,7,3,GMM,ICL,6,0,3,0.10174826285891461,0.12111467230303626
PK-,1,1,0,7,3,GMM,BIC_Neff,11,0,8,0.059209801906442164,0.12111467230303626
PK-,1,1,0,7,3,HMM,BIC,5,0,2,0.20470436209612478,0.22738394826164995
PK-,1,1,0,7,3,HMM,AIC,7,0,4,0.17357907050405777,0.22738394826164995
PK-,1,1,0,7,3,HMM,ICL,2,0,-1,0.13402448553535082,0.22738394826164995
PK-,1,1,0,7,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0696847439325612
PK-,1,1,0,7,3,K-Means,Prediction Strength,2,0,-1,0.05120459617354899,0.0696847439325612
PK-,1,1,0,8,3,K-Means,Silhouette,2,0,-1,0.05535068896938426,0.10926725381882964
PK-,1,1,0,8,3,K-Means,Davies-Bouldin,7,0,4,0.14558557842841904,0.10926725381882964
PK-,1,1,0,8,3,K-Means,Calinski-Harabasz,12,0,9,0.08905697095072922,0.10926725381882964
PK-,1,1,0,8,3,GMM,BIC,9,0,6,0.09698400522955805,0.15494877314797006
PK-,1,1,0,8,3,GMM,AIC,12,0,9,0.08199931171478472,0.15494877314797006
PK-,1,1,0,8,3,GMM,ICL,7,0,4,0.13102097024843617,0.15494877314797006
PK-,1,1,0,8,3,GMM,BIC_Neff,12,0,9,0.08199931171478472,0.15494877314797006
PK-,1,1,0,8,3,HMM,BIC,4,0,1,0.20222006244029309,0.28755069023272595
PK-,1,1,0,8,3,HMM,AIC,10,0,7,0.1567951217881167,0.28755069023272595
PK-,1,1,0,8,3,HMM,ICL,2,0,-1,0.24632116537775264,0.28755069023272595
PK-,1,1,0,8,3,K-Means,Gap (uniform),1,0,-2,0.0,0.10926725381882964
PK-,1,1,0,8,3,K-Means,Prediction Strength,1,0,-2,0.0,0.10926725381882964
PK-,1,1,0,9,3,K-Means,Silhouette,2,0,-1,0.04869927705747235,0.09661902441755416
PK-,1,1,0,9,3,K-Means,Davies-Bouldin,11,0,8,0.06145704248847665,0.09661902441755416
PK-,1,1,0,9,3,K-Means,Calinski-Harabasz,12,0,9,0.05906905552229824,0.09661902441755416
PK-,1,1,0,9,3,GMM,BIC,8,0,5,0.06497339082326979,0.11002241422637773
PK-,1,1,0,9,3,GMM,AIC,12,0,9,0.05084698618670065,0.11002241422637773
PK-,1,1,0,9,3,GMM,ICL,7,0,4,0.07467044354159338,0.11002241422637773
PK-,1,1,0,9,3,GMM,BIC_Neff,8,0,5,0.06497339082326979,0.11002241422637773
PK-,1,1,0,9,3,HMM,BIC,5,0,2,0.10687156185745673,0.14111480188787726
PK-,1,1,0,9,3,HMM,AIC,8,0,5,0.1390486207749094,0.14111480188787726
PK-,1,1,0,9,3,HMM,ICL,2,0,-1,0.1344060797631728,0.14111480188787726
PK-,1,1,0,9,3,K-Means,Gap (uniform),1,0,-2,0.0,0.09661902441755416
PK-,1,1,0,9,3,K-Means,Prediction Strength,3,1,0,0.09661902441755416,0.09661902441755416
PK-,1,1,0,10,3,K-Means,Silhouette,2,0,-1,0.06647843926699268,0.11481918552658685
PK-,1,1,0,10,3,K-Means,Davies-Bouldin,6,0,3,0.14675562374007017,0.11481918552658685
PK-,1,1,0,10,3,K-Means,Calinski-Harabasz,12,0,9,0.0939026735492939,0.11481918552658685
PK-,1,1,0,10,3,GMM,BIC,9,0,6,0.09876197038798709,0.16236593840089997
PK-,1,1,0,10,3,GMM,AIC,12,0,9,0.08826229390575104,0.16236593840089997
PK-,1,1,0,10,3,GMM,ICL,7,0,4,0.13307268535407438,0.16236593840089997
PK-,1,1,0,10,3,GMM,BIC_Neff,9,0,6,0.09876197038798709,0.16236593840089997
PK-,1,1,0,10,3,HMM,BIC,6,0,3,0.24896274241271124,0.32347795321979994
PK-,1,1,0,10,3,HMM,AIC,7,0,4,0.23232050455017847,0.32347795321979994
PK-,1,1,0,10,3,HMM,ICL,2,0,-1,0.2827749532965872,0.32347795321979994
PK-,1,1,0,10,3,K-Means,Gap (uniform),1,0,-2,0.0,0.11481918552658685
PK-,1,1,0,10,3,K-Means,Prediction Strength,3,1,0,0.11481918552658685,0.11481918552658685
PK-,1,1,0,11,3,K-Means,Silhouette,2,0,-1,0.05411273131297031,0.1063785084351622
PK-,1,1,0,11,3,K-Means,Davies-Bouldin,6,0,3,0.1147414185008928,0.1063785084351622
PK-,1,1,0,11,3,K-Means,Calinski-Harabasz,12,0,9,0.056195333264381905,0.1063785084351622
PK-,1,1,0,11,3,GMM,BIC,8,0,5,0.07750185639592176,0.13054337702858562
PK-,1,1,0,11,3,GMM,AIC,11,0,8,0.05650152021403787,0.13054337702858562
PK-,1,1,0,11,3,GMM,ICL,5,0,2,0.11609796265724893,0.13054337702858562
PK-,1,1,0,11,3,GMM,BIC_Neff,11,0,8,0.05650152021403787,0.13054337702858562
PK-,1,1,0,11,3,HMM,BIC,4,0,1,0.13167027821985627,0.16688259636970668
PK-,1,1,0,11,3,HMM,AIC,9,0,6,0.14176624639923913,0.16688259636970668
PK-,1,1,0,11,3,HMM,ICL,2,0,-1,0.16753788171452935,0.16688259636970668
PK-,1,1,0,11,3,K-Means,Gap (uniform),1,0,-2,0.0,0.1063785084351622
PK-,1,1,0,11,3,K-Means,Prediction Strength,3,1,0,0.1063785084351622,0.1063785084351622
PK-,1,1,0,12,3,K-Means,Silhouette,2,0,-1,0.009520654424328243,0.04096780450878012
PK-,1,1,0,12,3,K-Means,Davies-Bouldin,9,0,6,0.06757558390949589,0.04096780450878012
PK-,1,1,0,12,3,K-Means,Calinski-Harabasz,12,0,9,0.05365261922835458,0.04096780450878012
PK-,1,1,0,12,3,GMM,BIC,12,0,9,0.04775755789582118,0.10688448580257115
PK-,1,1,0,12,3,GMM,AIC,12,0,9,0.04775755789582118,0.10688448580257115
PK-,1,1,0,12,3,GMM,ICL,11,0,8,0.05273740459833748,0.10688448580257115
PK-,1,1,0,12,3,GMM,BIC_Neff,12,0,9,0.04775755789582118,0.10688448580257115
PK-,1,1,0,12,3,HMM,BIC,4,0,1,0.14750737748391646,0.15362284642574037
PK-,1,1,0,12,3,HMM,AIC,9,0,6,0.13965782404955465,0.15362284642574037
PK-,1,1,0,12,3,HMM,ICL,2,0,-1,0.12911159474697678,0.15362284642574037
PK-,1,1,0,12,3,K-Means,Gap (uniform),1,0,-2,0.0,0.04096780450878012
PK-,1,1,0,12,3,K-Means,Prediction Strength,2,0,-1,0.009520654424328243,0.04096780450878012
PK-,1,1,0,13,3,K-Means,Silhouette,2,0,-1,0.03608447670515851,0.05250245476649926
PK-,1,1,0,13,3,K-Means,Davies-Bouldin,12,0,9,0.04944428993880351,0.05250245476649926
PK-,1,1,0,13,3,K-Means,Calinski-Harabasz,12,0,9,0.04944428993880351,0.05250245476649926
PK-,1,1,0,13,3,GMM,BIC,6,0,3,0.07428070933735714,0.10861176133260361
PK-,1,1,0,13,3,GMM,AIC,12,0,9,0.05376510901636129,0.10861176133260361
PK-,1,1,0,13,3,GMM,ICL,5,0,2,0.08244040464514621,0.10861176133260361
PK-,1,1,0,13,3,GMM,BIC_Neff,6,0,3,0.07428070933735714,0.10861176133260361
PK-,1,1,0,13,3,HMM,BIC,5,0,2,0.20934544437914598,0.16447190346541185
PK-,1,1,0,13,3,HMM,AIC,11,0,8,0.18844092304928772,0.16447190346541185
PK-,1,1,0,13,3,HMM,ICL,2,0,-1,0.16861338530271985,0.16447190346541185
PK-,1,1,0,13,3,K-Means,Gap (uniform),1,0,-2,0.0,0.05250245476649926
PK-,1,1,0,13,3,K-Means,Prediction Strength,4,0,1,0.07621232322472879,0.05250245476649926
PK-,1,1,0,14,3,K-Means,Silhouette,2,0,-1,0.0551214790496895,0.11373103172832646
PK-,1,1,0,14,3,K-Means,Davies-Bouldin,12,0,9,0.07013625318181398,0.11373103172832646
PK-,1,1,0,14,3,K-Means,Calinski-Harabasz,12,0,9,0.07013625318181398,0.11373103172832646
PK-,1,1,0,14,3,GMM,BIC,7,0,4,0.1030545347433404,0.13559889307581316
PK-,1,1,0,14,3,GMM,AIC,12,0,9,0.07433352276028987,0.13559889307581316
PK-,1,1,0,14,3,GMM,ICL,5,0,2,0.1320346026117341,0.13559889307581316
PK-,1,1,0,14,3,GMM,BIC_Neff,11,0,8,0.07351094702645178,0.13559889307581316
PK-,1,1,0,14,3,HMM,BIC,4,0,1,0.1288176178784395,0.17010698692986298
PK-,1,1,0,14,3,HMM,AIC,9,0,6,0.13343023513396138,0.17010698692986298
PK-,1,1,0,14,3,HMM,ICL,2,0,-1,0.19009634549560117,0.17010698692986298
PK-,1,1,0,14,3,K-Means,Gap (uniform),1,0,-2,0.0,0.11373103172832646
PK-,1,1,0,14,3,K-Means,Prediction Strength,3,1,0,0.11373103172832646,0.11373103172832646
PK-,1,1,0,15,3,K-Means,Silhouette,2,0,-1,0.04108363786128095,0.07224090966371872
PK-,1,1,0,15,3,K-Means,Davies-Bouldin,5,0,2,0.11692418978616304,0.07224090966371872
PK-,1,1,0,15,3,K-Means,Calinski-Harabasz,12,0,9,0.07810349843668801,0.07224090966371872
PK-,1,1,0,15,3,GMM,BIC,8,0,5,0.0977345838198195,0.14497132988534794
PK-,1,1,0,15,3,GMM,AIC,12,0,9,0.0718728316805749,0.14497132988534794
PK-,1,1,0,15,3,GMM,ICL,7,0,4,0.11744001852467215,0.14497132988534794
PK-,1,1,0,15,3,GMM,BIC_Neff,12,0,9,0.0718728316805749,0.14497132988534794
PK-,1,1,0,15,3,HMM,BIC,6,0,3,0.1474075240992587,0.21433974419038215
PK-,1,1,0,15,3,HMM,AIC,9,0,6,0.13382616620112633,0.21433974419038215
PK-,1,1,0,15,3,HMM,ICL,3,1,0,0.21433974419038215,0.21433974419038215
PK-,1,1,0,15,3,K-Means,Gap (uniform),1,0,-2,0.0,0.07224090966371872
PK-,1,1,0,15,3,K-Means,Prediction Strength,1,0,-2,0.0,0.07224090966371872
PK-,1,1,0,16,3,K-Means,Silhouette,2,0,-1,0.016425421263082305,0.044607437720826044
PK-,1,1,0,16,3,K-Means,Davies-Bouldin,6,0,3,0.0723162506350956,0.044607437720826044
PK-,1,1,0,16,3,K-Means,Calinski-Harabasz,12,0,9,0.04322312500574939,0.044607437720826044
PK-,1,1,0,16,3,GMM,BIC,9,0,6,0.05018786805570193,0.09185862899634857
PK-,1,1,0,16,3,GMM,AIC,12,0,9,0.04398592661902264,0.09185862899634857
PK-,1,1,0,16,3,GMM,ICL,7,0,4,0.06279813413670071,0.09185862899634857
PK-,1,1,0,16,3,GMM,BIC_Neff,9,0,6,0.05018786805570193,0.09185862899634857
PK-,1,1,0,16,3,HMM,BIC,4,0,1,0.09972639688825809,0.13987500003796896
PK-,1,1,0,16,3,HMM,AIC,8,0,5,0.16048804501456893,0.13987500003796896
PK-,1,1,0,16,3,HMM,ICL,2,0,-1,0.11136644690409138,0.13987500003796896
PK-,1,1,0,16,3,K-Means,Gap (uniform),1,0,-2,0.0,0.044607437720826044
PK-,1,1,0,16,3,K-Means,Prediction Strength,3,1,0,0.044607437720826044,0.044607437720826044
PK-,1,1,0,17,3,K-Means,Silhouette,2,0,-1,0.04728461835182281,0.06903077995363399
PK-,1,1,0,17,3,K-Means,Davies-Bouldin,5,0,2,0.08960664462378061,0.06903077995363399
PK-,1,1,0,17,3,K-Means,Calinski-Harabasz,12,0,9,0.04784915796959797,0.06903077995363399
PK-,1,1,0,17,3,GMM,BIC,10,0,7,0.05083124462697362,0.10609478925418413
PK-,1,1,0,17,3,GMM,AIC,11,0,8,0.051170339943636775,0.10609478925418413
PK-,1,1,0,17,3,GMM,ICL,5,0,2,0.08837866662796134,0.10609478925418413
PK-,1,1,0,17,3,GMM,BIC_Neff,11,0,8,0.051170339943636775,0.10609478925418413
PK-,1,1,0,17,3,HMM,BIC,4,0,1,0.10999198632532697,0.1451708545602504
PK-,1,1,0,17,3,HMM,AIC,7,0,4,0.13027196796535395,0.1451708545602504
PK-,1,1,0,17,3,HMM,ICL,2,0,-1,0.1288169951270198,0.1451708545602504
PK-,1,1,0,17,3,K-Means,Gap (uniform),1,0,-2,0.0,0.06903077995363399
PK-,1,1,0,17,3,K-Means,Prediction Strength,5,0,2,0.08960664462378061,0.06903077995363399
PK-,1,1,0,18,3,K-Means,Silhouette,2,0,-1,0.036919847684893196,0.09416620115074904
PK-,1,1,0,18,3,K-Means,Davies-Bouldin,12,0,9,0.07690845469180593,0.09416620115074904
PK-,1,1,0,18,3,K-Means,Calinski-Harabasz,12,0,9,0.07690845469180593,0.09416620115074904
PK-,1,1,0,18,3,GMM,BIC,7,0,4,0.08618353502460155,0.13941769983455055
PK-,1,1,0,18,3,GMM,AIC,10,0,7,0.08044721492518792,0.13941769983455055
PK-,1,1,0,18,3,GMM,ICL,11,0,8,0.07640901974445234,0.13941769983455055
PK-,1,1,0,18,3,GMM,BIC_Neff,7,0,4,0.08618353502460155,0.13941769983455055
PK-,1,1,0,18,3,HMM,BIC,5,0,2,0.32443910961522526,0.31517660037172374
PK-,1,1,0,18,3,HMM,AIC,8,0,5,0.1959738735595042,0.31517660037172374
PK-,1,1,0,18,3,HMM,ICL,2,0,-1,0.2674609686950732,0.31517660037172374
PK-,1,1,0,18,3,K-Means,Gap (uniform),1,0,-2,0.0,0.09416620115074904
PK-,1,1,0,18,3,K-Means,Prediction Strength,2,0,-1,0.036919847684893196,0.09416620115074904
PK-,1,1,0,19,3,K-Means,Silhouette,2,0,-1,0.021924553039491923,0.054442545762524296
PK-,1,1,0,19,3,K-Means,Davies-Bouldin,10,0,7,0.049716965530992266,0.054442545762524296
PK-,1,1,0,19,3,K-Means,Calinski-Harabasz,12,0,9,0.044393564638471106,0.054442545762524296
PK-,1,1,0,19,3,GMM,BIC,9,0,6,0.05543241766137443,0.10000617844510243
PK-,1,1,0,19,3,GMM,AIC,12,0,9,0.0467038826733338,0.10000617844510243
PK-,1,1,0,19,3,GMM,ICL,10,0,7,0.0494950870363077,0.10000617844510243
PK-,1,1,0,19,3,GMM,BIC_Neff,10,0,7,0.0494950870363077,0.10000617844510243
PK-,1,1,0,19,3,HMM,BIC,5,0,2,0.23178369540447605,0.16008325890018632
PK-,1,1,0,19,3,HMM,AIC,7,0,4,0.22042773651748565,0.16008325890018632
PK-,1,1,0,19,3,HMM,ICL,2,0,-1,0.17536040776583423,0.16008325890018632
PK-,1,1,0,19,3,K-Means,Gap (uniform),1,0,-2,0.0,0.054442545762524296
PK-,1,1,0,19,3,K-Means,Prediction Strength,1,0,-2,0.0,0.054442545762524296
PK-,1,1,0,20,3,K-Means,Silhouette,2,0,-1,0.02206582538077031,0.08479724932433923
PK-,1,1,0,20,3,K-Means,Davies-Bouldin,12,0,9,0.08018417688739198,0.08479724932433923
PK-,1,1,0,20,3,K-Means,Calinski-Harabasz,12,0,9,0.08018417688739198,0.08479724932433923
PK-,1,1,0,20,3,GMM,BIC,7,0,4,0.10055124069948944,0.13662564005334601
PK-,1,1,0,20,3,GMM,AIC,12,0,9,0.06412843998890208,0.13662564005334601
PK-,1,1,0,20,3,GMM,ICL,5,0,2,0.11300972785746537,0.13662564005334601
PK-,1,1,0,20,3,GMM,BIC_Neff,11,0,8,0.07048690524684685,0.13662564005334601
PK-,1,1,0,20,3,HMM,BIC,4,0,1,0.17863372116053203,0.23791512785284788
PK-,1,1,0,20,3,HMM,AIC,6,0,3,0.24309066590415182,0.23791512785284788
PK-,1,1,0,20,3,HMM,ICL,2,0,-1,0.2788075987448464,0.23791512785284788
PK-,1,1,0,20,3,K-Means,Gap (uniform),1,0,-2,0.0,0.08479724932433923
PK-,1,1,0,20,3,K-Means,Prediction Strength,1,0,-2,0.0,0.08479724932433923
PK-,1,1,0,21,3,K-Means,Silhouette,2,0,-1,-0.0030162481787315946,0.0432441821188978
PK-,1,1,0,21,3,K-Means,Davies-Bouldin,12,0,9,0.04172825330642137,0.0432441821188978
PK-,1,1,0,21,3,K-Means,Calinski-Harabasz,12,0,9,0.04172825330642137,0.0432441821188978
PK-,1,1,0,21,3,GMM,BIC,11,0,8,0.045049060344650796,0.0738751709262441
PK-,1,1,0,21,3,GMM,AIC,11,0,8,0.045049060344650796,0.0738751709262441
PK-,1,1,0,21,3,GMM,ICL,7,0,4,0.06255336375330373,0.0738751709262441
PK-,1,1,0,21,3,GMM,BIC_Neff,11,0,8,0.045049060344650796,0.0738751709262441
PK-,1,1,0,21,3,HMM,BIC,4,0,1,0.11191508837965553,0.1818882568766665
PK-,1,1,0,21,3,HMM,AIC,7,0,4,0.1251542055655467,0.1818882568766665
PK-,1,1,0,21,3,HMM,ICL,2,0,-1,0.13101967283861793,0.1818882568766665
PK-,1,1,0,21,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0432441821188978
PK-,1,1,0,21,3,K-Means,Prediction Strength,3,1,0,0.0432441821188978,0.0432441821188978
PK-,1,1,0,22,3,K-Means,Silhouette,2,0,-1,-0.0036953390996282017,0.0091660107866126
PK-,1,1,0,22,3,K-Means,Davies-Bouldin,12,0,9,0.02131860147618828,0.0091660107866126
PK-,1,1,0,22,3,K-Means,Calinski-Harabasz,12,0,9,0.02131860147618828,0.0091660107866126
PK-,1,1,0,22,3,GMM,BIC,10,0,7,0.0318191750281724,0.0397591032522599
PK-,1,1,0,22,3,GMM,AIC,12,0,9,0.03295116901484028,0.0397591032522599
PK-,1,1,0,22,3,GMM,ICL,8,0,5,0.032931583256495825,0.0397591032522599
PK-,1,1,0,22,3,GMM,BIC_Neff,12,0,9,0.03295116901484028,0.0397591032522599
PK-,1,1,0,22,3,HMM,BIC,5,0,2,0.07335778495187974,0.12448937629340849
PK-,1,1,0,22,3,HMM,AIC,6,0,3,0.14337630286152345,0.12448937629340849
PK-,1,1,0,22,3,HMM,ICL,2,0,-1,0.06075835913892273,0.12448937629340849
PK-,1,1,0,22,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0091660107866126
PK-,1,1,0,22,3,K-Means,Prediction Strength,1,0,-2,0.0,0.0091660107866126
PK-,1,1,0,23,3,K-Means,Silhouette,2,0,-1,0.06849919402571783,0.11743019594669073
PK-,1,1,0,23,3,K-Means,Davies-Bouldin,12,0,9,0.07913414279990699,0.11743019594669073
PK-,1,1,0,23,3,K-Means,Calinski-Harabasz,12,0,9,0.07913414279990699,0.11743019594669073
PK-,1,1,0,23,3,GMM,BIC,9,0,6,0.0820574585708544,0.12851941249993742
PK-,1,1,0,23,3,GMM,AIC,12,0,9,0.06572155668696386,0.12851941249993742
PK-,1,1,0,23,3,GMM,ICL,2,0,-1,0.11380472678601035,0.12851941249993742
PK-,1,1,0,23,3,GMM,BIC_Neff,12,0,9,0.06572155668696386,0.12851941249993742
PK-,1,1,0,23,3,HMM,BIC,5,0,2,0.2091818393989189,0.17699025008753788
PK-,1,1,0,23,3,HMM,AIC,8,0,5,0.19116202404512916,0.17699025008753788
PK-,1,1,0,23,3,HMM,ICL,2,0,-1,0.21850070078385145,0.17699025008753788
PK-,1,1,0,23,3,K-Means,Gap (uniform),1,0,-2,0.0,0.11743019594669073
PK-,1,1,0,23,3,K-Means,Prediction Strength,4,0,1,0.13307696779363373,0.11743019594669073
PK-,1,1,0,24,3,K-Means,Silhouette,2,0,-1,0.049399308720498074,0.10304967410720625
PK-,1,1,0,24,3,K-Means,Davies-Bouldin,3,1,0,0.10304967410720625,0.10304967410720625
PK-,1,1,0,24,3,K-Means,Calinski-Harabasz,12,0,9,0.07307443462416363,0.10304967410720625
PK-,1,1,0,24,3,GMM,BIC,7,0,4,0.10688950452013356,0.15150212030783336
PK-,1,1,0,24,3,GMM,AIC,12,0,9,0.07319742557772982,0.15150212030783336
PK-,1,1,0,24,3,GMM,ICL,9,0,6,0.09619853664939282,0.15150212030783336
PK-,1,1,0,24,3,GMM,BIC_Neff,7,0,4,0.10688950452013356,0.15150212030783336
PK-,1,1,0,24,3,HMM,BIC,4,0,1,0.21096947732087404,0.21991227491557305
PK-,1,1,0,24,3,HMM,AIC,8,0,5,0.2016547122699913,0.21991227491557305
PK-,1,1,0,24,3,HMM,ICL,2,0,-1,0.27975399318637967,0.21991227491557305
PK-,1,1,0,24,3,K-Means,Gap (uniform),1,0,-2,0.0,0.10304967410720625
PK-,1,1,0,24,3,K-Means,Prediction Strength,2,0,-1,0.049399308720498074,0.10304967410720625
PK-,1,1,0,25,3,K-Means,Silhouette,2,0,-1,-9.709288791704192e-05,0.025711514484322143
PK-,1,1,0,25,3,K-Means,Davies-Bouldin,2,0,-1,-9.709288791704192e-05,0.025711514484322143
PK-,1,1,0,25,3,K-Means,Calinski-Harabasz,12,0,9,0.11629106624629651,0.025711514484322143
PK-,1,1,0,25,3,GMM,BIC,9,0,6,0.12462380771156942,0.18332358062341783
PK-,1,1,0,25,3,GMM,AIC,12,0,9,0.11540215977691676,0.18332358062341783
PK-,1,1,0,25,3,GMM,ICL,7,0,4,0.1596282391353845,0.18332358062341783
PK-,1,1,0,25,3,GMM,BIC_Neff,9,0,6,0.12462380771156942,0.18332358062341783
PK-,1,1,0,25,3,HMM,BIC,6,0,3,0.2992109282900814,0.3761018967523412
PK-,1,1,0,25,3,HMM,AIC,7,0,4,0.267286999546436,0.3761018967523412
PK-,1,1,0,25,3,HMM,ICL,3,1,0,0.3761018967523412,0.3761018967523412
PK-,1,1,0,25,3,K-Means,Gap (uniform),1,0,-2,0.0,0.025711514484322143
PK-,1,1,0,25,3,K-Means,Prediction Strength,5,0,2,0.1364379965669735,0.025711514484322143
PK-,1,1,0,26,3,K-Means,Silhouette,2,0,-1,0.0581740800781014,0.10777709334435978
PK-,1,1,0,26,3,K-Means,Davies-Bouldin,6,0,3,0.14765711460856093,0.10777709334435978
PK-,1,1,0,26,3,K-Means,Calinski-Harabasz,12,0,9,0.11363115891170567,0.10777709334435978
PK-,1,1,0,26,3,GMM,BIC,6,0,3,0.12927427273283806,0.13866313820359577
PK-,1,1,0,26,3,GMM,AIC,12,0,9,0.08336324694860442,0.13866313820359577
PK-,1,1,0,26,3,GMM,ICL,7,0,4,0.13386963554440592,0.13866313820359577
PK-,1,1,0,26,3,GMM,BIC_Neff,11,0,8,0.08671123350165887,0.13866313820359577
PK-,1,1,0,26,3,HMM,BIC,4,0,1,0.15914805735824944,0.2105506665449406
PK-,1,1,0,26,3,HMM,AIC,6,0,3,0.2296893618471862,0.2105506665449406
PK-,1,1,0,26,3,HMM,ICL,2,0,-1,0.18857024258009777,0.2105506665449406
PK-,1,1,0,26,3,K-Means,Gap (uniform),1,0,-2,0.0,0.10777709334435978
PK-,1,1,0,26,3,K-Means,Prediction Strength,3,1,0,0.10777709334435978,0.10777709334435978
PK-,1,1,0,27,3,K-Means,Silhouette,2,0,-1,0.07113904381443235,0.09803918052922628
PK-,1,1,0,27,3,K-Means,Davies-Bouldin,5,0,2,0.12373749149072408,0.09803918052922628
PK-,1,1,0,27,3,K-Means,Calinski-Harabasz,12,0,9,0.07550542562118792,0.09803918052922628
PK-,1,1,0,27,3,GMM,BIC,8,0,5,0.1049628546752941,0.14020594351857912
PK-,1,1,0,27,3,GMM,AIC,12,0,9,0.07177813753035756,0.14020594351857912
PK-,1,1,0,27,3,GMM,ICL,6,0,3,0.1339383586862568,0.14020594351857912
PK-,1,1,0,27,3,GMM,BIC_Neff,12,0,9,0.07177813753035756,0.14020594351857912
PK-,1,1,0,27,3,HMM,BIC,4,0,1,0.15452530886179616,0.1831627594342383
PK-,1,1,0,27,3,HMM,AIC,7,0,4,0.1597160490780087,0.1831627594342383
PK-,1,1,0,27,3,HMM,ICL,2,0,-1,0.16675940302524458,0.1831627594342383
PK-,1,1,0,27,3,K-Means,Gap (uniform),1,0,-2,0.0,0.09803918052922628
PK-,1,1,0,27,3,K-Means,Prediction Strength,2,0,-1,0.07113904381443235,0.09803918052922628
PK-,1,1,0,28,3,K-Means,Silhouette,2,0,-1,0.07327364800718751,0.12031844427063168
PK-,1,1,0,28,3,K-Means,Davies-Bouldin,12,0,9,0.08217430074279052,0.12031844427063168
PK-,1,1,0,28,3,K-Means,Calinski-Harabasz,12,0,9,0.08217430074279052,0.12031844427063168
PK-,1,1,0,28,3,GMM,BIC,9,0,6,0.09443108932280238,0.17096053146802637
PK-,1,1,0,28,3,GMM,AIC,12,0,9,0.08144616694535539,0.17096053146802637
PK-,1,1,0,28,3,GMM,ICL,12,0,9,0.08144616694535539,0.17096053146802637
PK-,1,1,0,28,3,GMM,BIC_Neff,11,0,8,0.08481431618827699,0.17096053146802637
PK-,1,1,0,28,3,HMM,BIC,4,0,1,0.17667609450137275,0.19541532664600753
PK-,1,1,0,28,3,HMM,AIC,8,0,5,0.16787741980250329,0.19541532664600753
PK-,1,1,0,28,3,HMM,ICL,2,0,-1,0.24915064210952148,0.19541532664600753
PK-,1,1,0,28,3,K-Means,Gap (uniform),1,0,-2,0.0,0.12031844427063168
PK-,1,1,0,28,3,K-Means,Prediction Strength,3,1,0,0.12031844427063168,0.12031844427063168
PK-,1,1,0,29,3,K-Means,Silhouette,2,0,-1,0.032135351616750435,0.0661255539055927
PK-,1,1,0,29,3,K-Means,Davies-Bouldin,12,0,9,0.058754451613547025,0.0661255539055927
PK-,1,1,0,29,3,K-Means,Calinski-Harabasz,12,0,9,0.058754451613547025,0.0661255539055927
PK-,1,1,0,29,3,GMM,BIC,10,0,7,0.05630269740910037,0.10493405602060983
PK-,1,1,0,29,3,GMM,AIC,11,0,8,0.05488231875972147,0.10493405602060983
PK-,1,1,0,29,3,GMM,ICL,12,0,9,0.058762354889445916,0.10493405602060983
PK-,1,1,0,29,3,GMM,BIC_Neff,10,0,7,0.05630269740910037,0.10493405602060983
PK-,1,1,0,29,3,HMM,BIC,6,0,3,0.14895991143505594,0.16072144696455162
PK-,1,1,0,29,3,HMM,AIC,6,0,3,0.14895991143505594,0.16072144696455162
PK-,1,1,0,29,3,HMM,ICL,2,0,-1,0.12804461329996406,0.16072144696455162
PK-,1,1,0,29,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0661255539055927
PK-,1,1,0,29,3,K-Means,Prediction Strength,2,0,-1,0.032135351616750435,0.0661255539055927
PKS,1,1,1,0,3,K-Means,Silhouette,2,0,-1,0.11645946338334168,0.14249334183857595
PKS,1,1,1,0,3,K-Means,Davies-Bouldin,8,0,5,0.12200823912928657,0.14249334183857595
PKS,1,1,1,0,3,K-Means,Calinski-Harabasz,12,0,9,0.09392318810153161,0.14249334183857595
PKS,1,1,1,0,3,GMM,BIC,3,1,0,0.17459941884561575,0.17459941884561575
PKS,1,1,1,0,3,GMM,AIC,11,0,8,0.10590595335940989,0.17459941884561575
PKS,1,1,1,0,3,GMM,ICL,2,0,-1,0.11709188888269167,0.17459941884561575
PKS,1,1,1,0,3,GMM,BIC_Neff,3,1,0,0.17459941884561575,0.17459941884561575
PKS,1,1,1,0,3,HMM,BIC,10,0,7,0.10669800434213275,-0.00093986537770822
